,Team,MatchUp,Date,W/L,Min,Points,FGM,FGA,FGP,3PM,3PA,3PP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PN
1247,SAS,SAS @ SAC,12/19/2021,L,240,114,45,91,49.5,12,25,48.0,12,13,92.3,13,31,44,24,7,8,14,12,-7
1248,DET,DET vs. HOU,12/18/2021,L,240,107,43,93,46.2,10,36,27.8,11,16,68.8,15,27,42,29,8,6,21,24,-9
1249,HOU,HOU @ DET,12/18/2021,W,240,116,46,93,49.5,14,38,36.8,10,17,58.8,13,34,47,27,15,5,19,18,9
1250,ORL,ORL @ BKN,12/18/2021,W,240,100,39,94,41.5,10,31,32.3,12,13,92.3,12,38,50,20,6,4,16,14,7
1251,BKN,BKN vs. ORL,12/18/2021,L,240,93,39,102,38.2,9,46,19.6,6,8,75.0,16,35,51,24,8,8,16,14,-7
1252,WAS,WAS @ UTA,12/18/2021,W,240,109,42,94,44.7,9,31,29.0,16,20,80.0,11,36,47,27,7,4,9,23,6
1253,UTA,UTA vs. WAS,12/18/2021,L,240,103,35,81,43.2,14,44,31.8,19,30,63.3,8,38,46,17,5,6,16,23,-6
1254,MIL,MIL vs. CLE,12/18/2021,L,240,90,35,89,39.3,12,38,31.6,8,11,72.7,13,31,44,18,8,4,17,15,-29
1255,CLE,CLE @ MIL,12/18/2021,W,240,119,45,90,50.0,16,45,35.6,13,14,92.9,9,37,46,36,11,3,15,13,29
1256,OKC,OKC vs. LAC,12/18/2021,W,240,104,43,92,46.7,12,31,38.7,6,10,60.0,17,38,55,23,4,4,16,18,1
1257,LAC,LAC @ OKC,12/18/2021,L,240,103,37,83,44.6,16,39,41.0,13,19,68.4,7,32,39,26,11,3,13,16,-1
1258,GSW,GSW @ TOR,12/18/2021,L,240,100,37,79,46.8,11,36,30.6,15,21,71.4,11,36,47,26,5,5,20,21,-19
1259,TOR,TOR vs. GSW,12/18/2021,W,240,119,45,90,50.0,14,38,36.8,15,23,65.2,12,29,41,26,13,3,11,21,19
1260,BOS,BOS vs. NYK,12/18/2021,W,240,114,42,89,47.2,17,45,37.8,13,17,76.5,12,33,45,23,6,3,13,20,7
1261,NYK,NYK @ BOS,12/18/2021,L,240,107,35,80,43.8,13,36,36.1,24,30,80.0,8,34,42,18,8,6,14,21,-7
1262,MIN,MIN vs. LAL,12/17/2021,W,240,110,41,98,41.8,12,44,27.3,16,24,66.7,15,46,61,23,13,6,15,25,18
1263,LAL,LAL @ MIN,12/17/2021,L,240,92,30,78,38.5,12,43,27.9,20,29,69.0,1,35,36,26,6,7,18,22,-18
1264,NOP,NOP vs. MIL,12/17/2021,W,265,116,42,89,47.2,13,37,35.1,19,30,63.3,13,44,57,34,10,3,20,13,4
1265,MIL,MIL @ NOP,12/17/2021,L,265,112,45,104,43.3,14,47,29.8,8,10,80.0,12,32,44,16,12,5,13,19,-4
1266,BOS,BOS vs. GSW,12/17/2021,L,240,107,36,82,43.9,15,41,36.6,20,29,69.0,11,34,45,20,5,2,16,19,-4
1267,GSW,GSW @ BOS,12/17/2021,W,240,111,39,90,43.3,16,46,34.8,17,21,81.0,12,33,45,27,9,8,14,25,4
1268,MEM,MEM @ SAC,12/17/2021,W,240,124,45,97,46.4,13,24,54.2,21,27,77.8,12,38,50,25,11,3,13,21,19
1269,SAC,SAC vs. MEM,12/17/2021,L,240,105,36,88,40.9,13,35,37.1,20,26,76.9,10,35,45,21,5,6,18,20,-19
1270,CHA,CHA @ POR,12/17/2021,L,240,116,44,92,47.8,13,37,35.1,15,18,83.3,10,28,38,29,8,4,13,19,-9
1271,POR,POR vs. CHA,12/17/2021,W,240,125,44,85,51.8,21,47,44.7,16,18,88.9,7,34,41,27,7,6,17,20,9
1272,UTA,UTA vs. SAS,12/17/2021,L,240,126,46,93,49.5,13,37,35.1,21,26,80.8,13,37,50,26,5,6,13,18,-2
1273,SAS,SAS @ UTA,12/17/2021,W,240,128,50,100,50.0,15,41,36.6,13,18,72.2,11,32,43,27,8,4,7,18,2
1274,ATL,ATL vs. DEN,12/17/2021,L,240,115,41,88,46.6,7,24,29.2,26,34,76.5,10,27,37,22,6,3,15,17,-18
1275,DEN,DEN @ ATL,12/17/2021,W,240,133,50,86,58.1,17,38,44.7,16,18,88.9,4,34,38,35,9,7,17,22,18
1276,MIA,MIA @ ORL,12/17/2021,W,240,115,41,82,50.0,19,35,54.3,14,19,73.7,14,32,46,25,5,5,17,14,10
1277,ORL,ORL vs. MIA,12/17/2021,L,240,105,43,89,48.3,11,32,34.4,8,10,80.0,9,27,36,23,10,5,11,19,-10
1278,PHX,PHX vs. WAS,12/16/2021,W,240,118,42,79,53.2,9,29,31.0,25,26,96.2,9,38,47,25,9,2,20,23,20
1279,WAS,WAS @ PHX,12/16/2021,L,240,98,40,82,48.8,6,21,28.6,12,19,63.2,6,26,32,22,11,3,16,21,-20
1280,HOU,HOU vs. NYK,12/16/2021,L,240,103,34,68,50.0,11,32,34.4,24,30,80.0,5,24,29,29,4,4,19,25,-13
1281,NYK,NYK @ HOU,12/16/2021,W,240,116,39,83,47.0,17,36,47.2,21,25,84.0,15,25,40,25,8,6,12,26,13
1282,BKN,BKN vs. PHI,12/16/2021,W,240,114,44,89,49.4,11,23,47.8,15,16,93.8,10,38,48,21,4,3,15,15,9
1283,PHI,PHI @ BKN,12/16/2021,L,240,105,39,89,43.8,10,34,29.4,17,20,85.0,5,33,38,19,10,4,9,22,-9
1284,DET,DET @ IND,12/16/2021,L,240,113,40,81,49.4,7,25,28.0,26,30,86.7,6,31,37,20,6,4,12,23,-9
1285,IND,IND vs. DET,12/16/2021,W,240,122,45,91,49.5,7,32,21.9,25,28,89.3,8,33,41,26,6,7,9,21,9
1286,POR,POR vs. MEM,12/15/2021,L,240,103,31,82,37.8,15,38,39.5,26,28,92.9,5,33,38,18,9,6,15,21,-10
1287,MEM,MEM @ POR,12/15/2021,W,240,113,39,82,47.6,11,32,34.4,24,30,80.0,11,42,53,22,10,5,16,21,10
1288,LAC,LAC @ UTA,12/15/2021,L,240,103,40,85,47.1,10,30,33.3,13,20,65.0,8,34,42,24,6,5,16,22,-21
1289,UTA,UTA vs. LAC,12/15/2021,W,240,124,47,89,52.8,15,37,40.5,15,20,75.0,8,36,44,26,11,4,10,18,21
1290,SAC,SAC vs. WAS,12/15/2021,W,240,119,45,82,54.9,8,26,30.8,21,29,72.4,6,33,39,25,7,6,11,21,14
1291,WAS,WAS @ SAC,12/15/2021,L,240,105,42,89,47.2,5,24,20.8,16,21,76.2,7,32,39,20,8,3,11,22,-14
1292,MIN,MIN @ DEN,12/15/2021,W,240,124,45,88,51.1,23,48,47.9,11,16,68.8,6,33,39,24,10,5,12,23,17
1293,DEN,DEN vs. MIN,12/15/2021,L,240,107,38,84,45.2,14,39,35.9,17,23,73.9,9,33,42,33,5,3,18,15,-17
1294,CHA,CHA @ SAS,12/15/2021,W,240,131,51,86,59.3,18,34,52.9,11,16,68.8,9,39,48,34,3,4,13,16,16
1295,SAS,SAS vs. CHA,12/15/2021,L,240,115,39,90,43.3,12,37,32.4,25,25,100,11,27,38,27,5,3,8,14,-16
1296,NOP,NOP @ OKC,12/15/2021,W,240,113,39,80,48.8,11,28,39.3,24,36,66.7,10,39,49,23,6,3,12,19,3
1297,OKC,OKC vs. NOP,12/15/2021,L,240,110,39,93,41.9,13,35,37.1,19,19,100,8,34,42,22,8,4,8,25,-3
1298,LAL,LAL @ DAL,12/15/2021,W,265,107,39,90,43.3,15,39,38.5,14,18,77.8,4,42,46,24,8,2,14,20,3
1299,DAL,DAL vs. LAL,12/15/2021,L,265,104,39,98,39.8,12,44,27.3,14,17,82.4,8,43,51,22,4,3,11,21,-3
1300,IND,IND @ MIL,12/15/2021,L,240,99,39,83,47.0,11,38,28.9,10,11,90.9,11,34,45,24,6,6,19,16,-15
1301,MIL,MIL vs. IND,12/15/2021,W,240,114,44,90,48.9,14,29,48.3,12,15,80.0,10,28,38,25,10,3,9,11,15
1302,MIA,MIA @ PHI,12/15/2021,W,240,101,35,78,44.9,18,44,40.9,13,17,76.5,9,35,44,25,5,3,18,18,5
1303,PHI,PHI vs. MIA,12/15/2021,L,240,96,35,79,44.3,12,37,32.4,14,17,82.4,4,31,35,26,9,5,11,19,-5
1304,ORL,ORL vs. ATL,12/15/2021,L,240,99,35,90,38.9,10,35,28.6,19,21,90.5,12,34,46,25,4,2,17,17,-12
1305,ATL,ATL @ ORL,12/15/2021,W,240,111,42,85,49.4,11,31,35.5,16,16,100,6,34,40,25,11,5,13,16,12
1306,HOU,HOU @ CLE,12/15/2021,L,240,89,30,78,38.5,5,29,17.2,24,35,68.6,10,31,41,20,13,1,17,21,-35
1307,CLE,CLE vs. HOU,12/15/2021,W,240,124,45,80,56.3,18,40,45.0,16,24,66.7,9,35,44,26,6,5,17,25,35
1308,PHX,PHX @ POR,12/14/2021,W,265,111,44,93,47.3,11,31,35.5,12,15,80.0,8,41,49,30,7,0,14,24,4
1309,POR,POR vs. PHX,12/14/2021,L,265,107,40,96,41.7,13,41,31.7,14,22,63.6,12,36,48,23,7,3,14,18,-4
1310,BKN,BKN vs. TOR,12/14/2021,W,265,131,50,103,48.5,14,39,35.9,17,23,73.9,19,41,60,28,7,5,18,20,2
1311,TOR,TOR @ BKN,12/14/2021,L,265,129,48,105,45.7,18,52,34.6,15,19,78.9,13,28,41,26,6,6,12,21,-2
1312,NYK,NYK vs. GSW,12/14/2021,L,240,96,30,83,36.1,16,42,38.1,20,22,90.9,4,31,35,18,6,6,9,21,-9
1313,GSW,GSW @ NYK,12/14/2021,W,240,105,35,77,45.5,15,40,37.5,20,27,74.1,7,42,49,28,3,6,12,22,9
1314,ATL,ATL vs. HOU,12/13/2021,L,240,126,42,85,49.4,15,39,38.5,27,31,87.1,8,32,40,20,9,6,12,26,-6
1315,HOU,HOU @ ATL,12/13/2021,W,240,132,46,96,47.9,19,46,41.3,21,27,77.8,12,33,45,27,8,5,11,24,6
1316,PHI,PHI @ MEM,12/13/2021,L,240,91,37,83,44.6,4,22,18.2,13,19,68.4,5,33,38,22,5,10,15,19,-35
1317,MEM,MEM vs. PHI,12/13/2021,W,240,126,47,89,52.8,14,34,41.2,18,23,78.3,11,39,50,29,12,6,11,20,35
1318,MIL,MIL @ BOS,12/13/2021,L,240,103,40,90,44.4,11,36,30.6,12,15,80.0,11,34,45,22,8,3,14,14,-14
1319,BOS,BOS vs. MIL,12/13/2021,W,240,117,43,86,50.0,20,47,42.6,11,13,84.6,7,33,40,31,6,5,13,15,14
1320,GSW,GSW @ IND,12/13/2021,W,240,102,42,84,50.0,8,30,26.7,10,14,71.4,9,38,47,21,6,6,18,25,2
1321,IND,IND vs. GSW,12/13/2021,L,240,100,35,87,40.2,7,30,23.3,23,31,74.2,13,29,42,16,11,5,10,18,-2
1322,MIA,MIA @ CLE,12/13/2021,L,240,94,38,85,44.7,13,40,32.5,5,9,55.6,11,28,39,26,4,4,16,15,-11
1323,CLE,CLE vs. MIA,12/13/2021,W,240,105,36,81,44.4,16,36,44.4,17,18,94.4,8,34,42,24,6,1,14,16,11
1324,SAC,SAC @ TOR,12/13/2021,L,240,101,38,94,40.4,11,34,32.4,14,21,66.7,19,34,53,21,5,4,17,16,-23
1325,TOR,TOR vs. SAC,12/13/2021,W,240,124,53,98,54.1,11,31,35.5,7,10,70.0,8,38,46,28,10,8,10,19,23
1326,PHX,PHX @ LAC,12/13/2021,L,240,95,36,96,37.5,7,29,24.1,16,19,84.2,13,28,41,22,10,3,11,23,-16
1327,LAC,LAC vs. PHX,12/13/2021,W,240,111,43,78,55.1,9,21,42.9,16,23,69.6,8,37,45,24,5,7,17,20,16
1328,DEN,DEN vs. WAS,12/13/2021,W,240,113,37,79,46.8,10,32,31.3,29,33,87.9,4,45,49,26,8,2,13,19,6
1329,WAS,WAS @ DEN,12/13/2021,L,240,107,41,90,45.6,12,34,35.3,13,21,61.9,6,35,41,25,7,5,10,26,-6
1330,CHA,CHA @ DAL,12/13/2021,L,240,96,34,86,39.5,13,37,35.1,15,24,62.5,18,20,38,22,8,2,10,18,-24
1331,DAL,DAL vs. CHA,12/13/2021,W,240,120,43,83,51.8,19,41,46.3,15,17,88.2,14,36,50,28,4,8,13,19,24
1332,LAL,LAL vs. ORL,12/12/2021,W,240,106,41,84,48.8,13,28,46.4,11,17,64.7,6,38,44,24,12,11,14,17,12
1333,ORL,ORL @ LAL,12/12/2021,L,240,94,33,88,37.5,13,38,34.2,15,19,78.9,14,33,47,17,6,4,19,13,-12
1334,POR,POR vs. MIN,12/12/2021,L,240,111,37,81,45.7,18,48,37.5,19,28,67.9,12,33,45,25,9,8,19,25,-5
1335,MIN,MIN @ POR,12/12/2021,W,240,116,38,85,44.7,14,36,38.9,26,32,81.3,10,32,42,23,9,2,17,22,5
1336,SAS,SAS vs. NOP,12/12/2021,W,240,112,45,91,49.5,7,25,28.0,15,20,75.0,15,40,55,31,11,5,14,19,15
1337,NOP,NOP @ SAS,12/12/2021,L,240,97,40,94,42.6,8,29,27.6,9,15,60.0,11,31,42,24,8,4,14,17,-15
1338,DAL,DAL @ OKC,12/12/2021,W,240,103,38,90,42.2,9,33,27.3,18,23,78.3,10,44,54,25,5,5,9,18,19
1339,OKC,OKC vs. DAL,12/12/2021,L,240,84,30,80,37.5,13,37,35.1,11,16,68.8,3,36,39,19,3,7,11,25,-19
1340,BKN,BKN @ DET,12/12/2021,W,240,116,41,87,47.1,11,28,39.3,23,25,92.0,8,35,43,28,8,6,18,20,12
1341,DET,DET vs. BKN,12/12/2021,L,240,104,39,92,42.4,14,37,37.8,12,18,66.7,8,32,40,24,11,5,21,22,-12
1342,NYK,NYK vs. MIL,12/12/2021,L,240,97,35,82,42.7,17,49,34.7,10,13,76.9,8,29,37,27,12,2,17,16,-15
1343,MIL,MIL @ NYK,12/12/2021,W,240,112,42,88,47.7,14,41,34.1,14,17,82.4,12,34,46,27,11,1,15,12,15
1344,PHI,PHI vs. GSW,12/11/2021,W,240,102,35,76,46.1,9,27,33.3,23,26,88.5,5,39,44,19,7,5,13,16,9
1345,GSW,GSW @ PHI,12/11/2021,L,240,93,34,85,40.0,12,48,25.0,13,18,72.2,10,32,42,21,5,5,13,22,-9
1346,SAS,SAS vs. DEN,12/11/2021,L,240,112,41,89,46.1,10,27,37.0,20,29,69.0,14,31,45,28,4,4,17,18,-15
1347,DEN,DEN @ SAS,12/11/2021,W,240,127,47,93,50.5,20,43,46.5,13,14,92.9,10,31,41,33,9,8,12,25,15
1348,LAC,LAC vs. ORL,12/11/2021,W,240,106,42,92,45.7,18,36,50.0,4,6,66.7,12,33,45,27,7,1,8,17,2
1349,ORL,ORL @ LAC,12/11/2021,L,240,104,35,80,43.8,12,33,36.4,22,24,91.7,10,35,45,21,4,5,11,11,-2
1350,HOU,HOU @ MEM,12/11/2021,L,240,106,38,77,49.4,11,33,33.3,19,29,65.5,12,28,40,25,5,6,16,25,-7
1351,MEM,MEM vs. HOU,12/11/2021,W,240,113,40,80,50.0,11,29,37.9,22,36,61.1,9,29,38,22,10,3,11,24,7
1352,SAC,SAC @ CLE,12/11/2021,L,240,103,41,93,44.1,7,28,25.0,14,22,63.6,11,37,48,19,8,6,17,21,-14
1353,CLE,CLE vs. SAC,12/11/2021,W,240,117,41,88,46.6,12,31,38.7,23,28,82.1,7,40,47,27,13,6,14,24,14
1354,MIA,MIA vs. CHI,12/11/2021,W,240,118,46,93,49.5,19,43,44.2,7,9,77.8,12,38,50,37,8,6,10,21,26
1355,CHI,CHI @ MIA,12/11/2021,L,240,92,31,83,37.3,17,40,42.5,13,20,65.0,7,27,34,22,5,3,16,15,-26
1356,WAS,WAS vs. UTA,12/11/2021,L,240,98,41,89,46.1,8,25,32.0,8,14,57.1,9,30,39,17,3,3,13,15,-25
1357,UTA,UTA @ WAS,12/11/2021,W,240,123,48,93,51.6,13,39,33.3,14,17,82.4,12,37,49,28,5,5,9,14,25
1358,IND,IND vs. DAL,12/10/2021,W,240,106,41,87,47.1,13,36,36.1,11,12,91.7,13,31,44,28,7,3,13,19,13
1359,DAL,DAL @ IND,12/10/2021,L,240,93,39,84,46.4,4,29,13.8,11,12,91.7,12,25,37,18,7,2,14,18,-13
1360,DET,DET @ NOP,12/10/2021,L,240,93,35,90,38.9,12,37,32.4,11,12,91.7,7,31,38,22,7,6,13,15,-16
1361,NOP,NOP vs. DET,12/10/2021,W,240,109,41,95,43.2,13,37,35.1,14,16,87.5,15,45,60,29,6,4,16,16,16
1362,BOS,BOS @ PHX,12/10/2021,L,240,90,35,93,37.6,4,26,15.4,16,24,66.7,15,31,46,13,7,6,13,17,-21
1363,PHX,PHX vs. BOS,12/10/2021,W,240,111,43,96,44.8,14,38,36.8,11,11,100,14,39,53,25,4,9,12,21,21
1364,HOU,HOU vs. MIL,12/10/2021,L,240,114,42,89,47.2,19,46,41.3,11,20,55.0,12,28,40,30,9,4,16,28,-9
1365,MIL,MIL @ HOU,12/10/2021,W,240,123,42,83,50.6,15,39,38.5,24,32,75.0,13,35,48,19,11,8,15,21,9
1366,MIN,MIN vs. CLE,12/10/2021,L,240,106,36,92,39.1,11,39,28.2,23,28,82.1,10,30,40,24,9,5,14,19,-17
1367,CLE,CLE @ MIN,12/10/2021,W,240,123,46,85,54.1,13,33,39.4,18,22,81.8,6,41,47,34,8,7,17,23,17
1368,LAL,LAL @ OKC,12/10/2021,W,240,116,41,87,47.1,19,42,45.2,15,20,75.0,12,35,47,23,12,3,16,14,21
1369,OKC,OKC vs. LAL,12/10/2021,L,240,95,38,96,39.6,10,44,22.7,9,14,64.3,19,32,51,21,9,3,15,17,-21
1370,ATL,ATL vs. BKN,12/10/2021,L,240,105,37,94,39.4,11,34,32.4,20,24,83.3,16,33,49,21,10,3,15,19,-8
1371,BKN,BKN @ ATL,12/10/2021,W,240,113,46,93,49.5,6,23,26.1,15,16,93.8,9,32,41,26,9,7,14,22,8
1372,NYK,NYK @ TOR,12/10/2021,L,240,87,29,81,35.8,9,34,26.5,20,24,83.3,14,41,55,18,4,2,15,17,-3
1373,TOR,TOR vs. NYK,12/10/2021,W,240,90,30,87,34.5,12,35,34.3,18,23,78.3,12,36,48,21,9,7,8,19,3
1374,SAC,SAC @ CHA,12/10/2021,L,240,123,48,101,47.5,14,41,34.1,13,17,76.5,20,28,48,22,11,4,14,20,-1
1375,CHA,CHA vs. SAC,12/10/2021,W,240,124,48,87,55.2,14,35,40.0,14,20,70.0,11,28,39,29,9,8,16,20,1
1376,SAS,SAS vs. DEN,12/09/2021,W,240,123,46,88,52.3,15,35,42.9,16,22,72.7,14,40,54,32,5,7,14,21,12
1377,DEN,DEN @ SAS,12/09/2021,L,240,111,42,94,44.7,15,39,38.5,12,13,92.3,5,28,33,29,7,5,9,21,-12
1378,MEM,MEM vs. LAL,12/09/2021,W,240,108,41,94,43.6,14,42,33.3,12,18,66.7,14,33,47,28,18,5,13,14,13
1379,LAL,LAL @ MEM,12/09/2021,L,240,95,36,78,46.2,12,30,40.0,11,17,64.7,7,38,45,26,8,6,22,15,-13
1380,PHI,PHI vs. UTA,12/09/2021,L,240,96,38,88,43.2,6,33,18.2,14,15,93.3,6,28,34,17,9,4,12,20,-22
1381,UTA,UTA @ PHI,12/09/2021,W,240,118,43,91,47.3,15,40,37.5,17,24,70.8,16,36,52,22,7,5,12,14,22
1382,LAC,LAC vs. BOS,12/08/2021,W,240,114,40,85,47.1,14,32,43.8,20,22,90.9,9,29,38,20,13,7,20,18,3
1383,BOS,BOS @ LAC,12/08/2021,L,240,111,41,86,47.7,10,32,31.3,19,21,90.5,14,33,47,26,11,3,23,21,-3
1384,SAC,SAC vs. ORL,12/08/2021,W,240,142,53,97,54.6,15,34,44.1,21,25,84.0,12,31,43,24,8,7,8,22,12
1385,ORL,ORL @ SAC,12/08/2021,L,240,130,48,97,49.5,16,34,47.1,18,23,78.3,17,26,43,29,2,5,13,18,-12
1386,DEN,DEN @ NOP,12/08/2021,W,265,120,45,88,51.1,9,32,28.1,21,27,77.8,5,28,33,28,12,4,12,19,6
1387,NOP,NOP vs. DEN,12/08/2021,L,265,114,47,90,52.2,11,30,36.7,9,12,75.0,10,36,46,32,8,5,25,22,-6
1388,MEM,MEM vs. DAL,12/08/2021,L,240,96,36,90,40.0,9,31,29.0,15,25,60.0,12,28,40,23,14,3,13,23,-8
1389,DAL,DAL @ MEM,12/08/2021,W,240,104,37,77,48.1,12,33,36.4,18,23,78.3,10,37,47,24,5,6,19,21,8
1390,HOU,HOU vs. BKN,12/08/2021,W,240,114,40,81,49.4,14,41,34.1,20,29,69.0,9,29,38,23,9,9,14,23,10
1391,BKN,BKN @ HOU,12/08/2021,L,240,104,35,89,39.3,8,33,24.2,26,31,83.9,14,30,44,18,7,3,13,23,-10
1392,MIN,MIN vs. UTA,12/08/2021,L,240,104,38,95,40.0,17,47,36.2,11,17,64.7,9,28,37,19,9,3,16,17,-32
1393,UTA,UTA @ MIN,12/08/2021,W,240,136,50,88,56.8,25,54,46.3,11,15,73.3,6,42,48,26,6,4,15,20,32
1394,MIL,MIL @ MIA,12/08/2021,L,240,104,36,85,42.4,12,39,30.8,20,27,74.1,12,29,41,18,11,4,19,20,-9
1395,MIA,MIA vs. MIL,12/08/2021,W,240,113,40,77,51.9,22,47,46.8,11,12,91.7,6,36,42,32,6,6,22,23,9
1396,OKC,OKC @ TOR,12/08/2021,W,240,110,38,84,45.2,17,40,42.5,17,20,85.0,7,33,40,28,12,3,14,18,1
1397,TOR,TOR vs. OKC,12/08/2021,L,240,109,42,93,45.2,15,41,36.6,10,15,66.7,13,33,46,27,6,5,13,19,-1
1398,WAS,WAS @ DET,12/08/2021,W,265,119,42,88,47.7,12,32,37.5,23,28,82.1,13,32,45,27,6,8,17,21,3
1399,DET,DET vs. WAS,12/08/2021,L,265,116,37,79,46.8,13,24,54.2,29,35,82.9,7,30,37,22,9,4,16,26,-3
1400,PHI,PHI @ CHA,12/08/2021,W,240,110,36,75,48.0,13,34,38.2,25,30,83.3,8,28,36,23,6,4,17,21,4
1401,CHA,CHA vs. PHI,12/08/2021,L,240,106,39,80,48.8,10,29,34.5,18,21,85.7,8,27,35,22,7,4,19,24,-4
1402,CHI,CHI @ CLE,12/08/2021,L,240,92,35,84,41.7,7,26,26.9,15,21,71.4,11,26,37,21,6,3,18,17,-23
1403,CLE,CLE vs. CHI,12/08/2021,W,240,115,44,80,55.0,13,28,46.4,14,16,87.5,5,37,42,28,10,8,16,22,23
1404,NYK,NYK @ IND,12/08/2021,L,240,102,36,86,41.9,9,30,30.0,21,23,91.3,11,25,36,17,6,8,13,20,-20
1405,IND,IND vs. NYK,12/08/2021,W,240,122,46,86,53.5,10,27,37.0,20,25,80.0,9,33,42,27,8,4,11,19,20
1406,GSW,GSW vs. POR,12/08/2021,W,240,104,33,83,39.8,14,46,30.4,24,31,77.4,10,37,47,22,9,3,16,19,10
1407,POR,POR @ GSW,12/08/2021,L,240,94,33,80,41.3,8,30,26.7,20,28,71.4,7,35,42,24,5,3,16,24,-10
1408,BOS,BOS @ LAL,12/07/2021,L,240,102,36,82,43.9,10,33,30.3,20,29,69.0,7,27,34,27,8,4,13,16,-15
1409,LAL,LAL vs. BOS,12/07/2021,W,240,117,48,93,51.6,8,27,29.6,13,17,76.5,13,38,51,25,7,4,16,21,15
1410,NYK,NYK @ SAS,12/07/2021,W,240,121,43,91,47.3,18,38,47.4,17,19,89.5,17,35,52,22,7,5,11,19,12
1411,SAS,SAS vs. NYK,12/07/2021,L,240,109,41,92,44.6,12,31,38.7,15,20,75.0,13,30,43,30,5,4,10,18,-12
1412,BKN,BKN @ DAL,12/07/2021,W,240,102,42,83,50.6,8,26,30.8,10,13,76.9,8,42,50,28,3,4,12,22,3
1413,DAL,DAL vs. BKN,12/07/2021,L,240,99,36,90,40.0,9,46,19.6,18,22,81.8,10,29,39,21,6,2,4,15,-3
1414,CHI,CHI vs. DEN,12/06/2021,W,240,109,41,91,45.1,13,35,37.1,14,20,70.0,13,42,55,25,4,7,11,15,12
1415,DEN,DEN @ CHI,12/06/2021,L,240,97,38,96,39.6,11,32,34.4,10,15,66.7,11,39,50,30,5,2,11,17,-12
1416,MIN,MIN vs. ATL,12/06/2021,L,240,110,39,98,39.8,17,40,42.5,15,19,78.9,16,34,50,22,9,5,8,17,-11
1417,ATL,ATL @ MIN,12/06/2021,W,240,121,40,90,44.4,25,49,51.0,16,19,84.2,11,38,49,31,5,8,12,20,11
1418,MEM,MEM @ MIA,12/06/2021,W,240,105,38,89,42.7,13,33,39.4,16,21,76.2,16,31,47,26,11,6,19,18,15
1419,MIA,MIA vs. MEM,12/06/2021,L,240,90,35,76,46.1,6,22,27.3,14,17,82.4,7,29,36,26,11,6,23,19,-15
1420,CHA,CHA vs. PHI,12/06/2021,L,265,124,48,107,44.9,16,46,34.8,12,17,70.6,13,29,42,31,6,6,8,18,-3
1421,PHI,PHI @ CHA,12/06/2021,W,265,127,46,87,52.9,15,36,41.7,20,27,74.1,8,41,49,28,6,9,15,19,3
1422,DET,DET vs. OKC,12/06/2021,L,240,103,41,99,41.4,16,41,39.0,5,6,83.3,16,36,52,21,8,7,17,26,-11
1423,OKC,OKC @ DET,12/06/2021,W,240,114,41,82,50.0,9,25,36.0,23,30,76.7,6,34,40,22,10,11,11,13,11
1424,WAS,WAS @ IND,12/06/2021,L,240,110,43,81,53.1,7,15,46.7,17,21,81.0,9,21,30,25,11,2,12,19,-6
1425,IND,IND vs. WAS,12/06/2021,W,240,116,43,82,52.4,9,23,39.1,21,22,95.5,13,27,40,25,10,10,16,20,6
1426,GSW,GSW vs. ORL,12/06/2021,W,240,126,43,87,49.4,20,40,50.0,20,29,69.0,7,36,43,28,15,2,15,19,31
1427,ORL,ORL @ GSW,12/06/2021,L,240,95,33,76,43.4,11,38,28.9,18,22,81.8,5,33,38,18,10,4,23,20,-31
1428,POR,POR vs. LAC,12/06/2021,L,240,90,35,79,44.3,5,22,22.7,15,20,75.0,7,38,45,16,6,6,18,19,-12
1429,LAC,LAC @ POR,12/06/2021,W,240,102,41,92,44.6,11,36,30.6,9,14,64.3,7,30,37,18,8,7,13,21,12
1430,PHX,PHX vs. SAS,12/06/2021,W,240,108,43,94,45.7,10,29,34.5,12,18,66.7,15,34,49,27,6,4,17,20,4
1431,SAS,SAS @ PHX,12/06/2021,L,240,104,40,93,43.0,11,29,37.9,13,19,68.4,9,32,41,31,12,6,15,18,-4
1432,CLE,CLE @ MIL,12/06/2021,L,240,104,35,90,38.9,15,46,32.6,19,20,95.0,7,32,39,27,8,4,10,17,-8
1433,MIL,MIL vs. CLE,12/06/2021,W,240,112,40,86,46.5,13,32,40.6,19,24,79.2,8,45,53,21,7,5,17,20,8
1434,HOU,HOU vs. NOP,12/05/2021,W,240,118,39,79,49.4,17,40,42.5,23,29,79.3,11,29,40,24,3,3,14,23,10
1435,NOP,NOP @ HOU,12/05/2021,L,240,108,40,94,42.6,10,38,26.3,18,25,72.0,22,28,50,19,9,9,8,26,-10
1436,ATL,ATL vs. CHA,12/05/2021,L,240,127,48,93,51.6,17,37,45.9,14,18,77.8,10,35,45,29,4,3,11,19,-3
1437,CHA,CHA @ ATL,12/05/2021,W,240,130,46,86,53.5,17,37,45.9,21,28,75.0,7,32,39,21,9,3,6,18,3
1438,TOR,TOR vs. WAS,12/05/2021,W,240,102,38,85,44.7,8,23,34.8,18,24,75.0,10,37,47,22,3,1,8,24,12
1439,WAS,WAS @ TOR,12/05/2021,L,240,90,30,73,41.1,8,25,32.0,22,29,75.9,6,37,43,20,4,5,10,22,-12
1440,UTA,UTA @ CLE,12/05/2021,W,240,109,40,90,44.4,20,48,41.7,9,10,90.0,14,32,46,24,8,5,17,14,1
